accession	publication	platform	retinal_tissue_or_compartment	age	OIR_definition	control_definition	treatment_control_arm_status	sample_ID	group	animal_ID	eye_laterality	pooling	technical_replicate_ID	recoverability_evidence	unit_status	primary_action	source_evidence	Adora2a_expression_used_pre_audit
GSE301407	Injectable Multifunctional Hydrogel with Sustained Release of procyanidin C1 for Selective Senolysis to Remodel Ocular Fundus Neovascularization; no linked PubMed ID in GEO	GPL34290	whole retina / deposited retinal sample	P17	P17 OIR after PBS intravitreal control injection at P15	P17 normoxic mice	PBS-treated OIR control arm; active hydrogel arm excluded	WT-1A	normoxia	not deposited	not deposited	not reported	none identified	GEO provides three numbered libraries per selected arm but no animal ID, laterality, pooling, or bilateral-eye mapping; normoxia is not documented as PBS-injected	DEPOSITED_RETINAL_BIOLOGICAL_SAMPLES_WITH_UNRESOLVED_ANIMAL_MAPPING	RETAIN_PRIMARY_DEPOSITED_SAMPLE_SYNTHESIS	official GEO family SOFT and series/sample protocol; Injectable Multifunctional Hydrogel with Sustained Release of procyanidin C1 for Selective Senolysis to Remodel Ocular Fundus Neovascularization; no linked PubMed ID in GEO	0.314468495662544
GSE301407	Injectable Multifunctional Hydrogel with Sustained Release of procyanidin C1 for Selective Senolysis to Remodel Ocular Fundus Neovascularization; no linked PubMed ID in GEO	GPL34290	whole retina / deposited retinal sample	P17	P17 OIR after PBS intravitreal control injection at P15	P17 normoxic mice	PBS-treated OIR control arm; active hydrogel arm excluded	WT-2A	normoxia	not deposited	not deposited	not reported	none identified	GEO provides three numbered libraries per selected arm but no animal ID, laterality, pooling, or bilateral-eye mapping; normoxia is not documented as PBS-injected	DEPOSITED_RETINAL_BIOLOGICAL_SAMPLES_WITH_UNRESOLVED_ANIMAL_MAPPING	RETAIN_PRIMARY_DEPOSITED_SAMPLE_SYNTHESIS	official GEO family SOFT and series/sample protocol; Injectable Multifunctional Hydrogel with Sustained Release of procyanidin C1 for Selective Senolysis to Remodel Ocular Fundus Neovascularization; no linked PubMed ID in GEO	0.848172500109272
GSE301407	Injectable Multifunctional Hydrogel with Sustained Release of procyanidin C1 for Selective Senolysis to Remodel Ocular Fundus Neovascularization; no linked PubMed ID in GEO	GPL34290	whole retina / deposited retinal sample	P17	P17 OIR after PBS intravitreal control injection at P15	P17 normoxic mice	PBS-treated OIR control arm; active hydrogel arm excluded	WT-3A	normoxia	not deposited	not deposited	not reported	none identified	GEO provides three numbered libraries per selected arm but no animal ID, laterality, pooling, or bilateral-eye mapping; normoxia is not documented as PBS-injected	DEPOSITED_RETINAL_BIOLOGICAL_SAMPLES_WITH_UNRESOLVED_ANIMAL_MAPPING	RETAIN_PRIMARY_DEPOSITED_SAMPLE_SYNTHESIS	official GEO family SOFT and series/sample protocol; Injectable Multifunctional Hydrogel with Sustained Release of procyanidin C1 for Selective Senolysis to Remodel Ocular Fundus Neovascularization; no linked PubMed ID in GEO	1.11876653967527
GSE315511	Oohashi et al. Attenuation of oxygen-induced neovascularization and inflammation by neutralizing antibody to VEGFA and/or ANG-2; PMID 41944819	GPL24247	whole retina / deposited retinal sample	P17	75% oxygen P7-P12; P17 collection; control IgG at P14	P17 normoxia	control-IgG OIR arm; active antibody arms and P19 excluded	R5	OIR_IgG	independent retinal samples stated; exact animal IDs not deposited	not deposited	one whole retina per RNA sample	none identified	GEO extraction protocol explicitly states one whole retina per RNA extraction and four independent samples per condition	INDEPENDENT_RETINAL_UNITS_CONFIRMED	RETAIN_PRIMARY_AND_STRICT_SENSITIVITY	official GEO family SOFT and series/sample protocol; Oohashi et al. Attenuation of oxygen-induced neovascularization and inflammation by neutralizing antibody to VEGFA and/or ANG-2; PMID 41944819	-0.163587557793186
GSE315511	Oohashi et al. Attenuation of oxygen-induced neovascularization and inflammation by neutralizing antibody to VEGFA and/or ANG-2; PMID 41944819	GPL24247	whole retina / deposited retinal sample	P17	75% oxygen P7-P12; P17 collection; control IgG at P14	P17 normoxia	control-IgG OIR arm; active antibody arms and P19 excluded	R6	OIR_IgG	independent retinal samples stated; exact animal IDs not deposited	not deposited	one whole retina per RNA sample	none identified	GEO extraction protocol explicitly states one whole retina per RNA extraction and four independent samples per condition	INDEPENDENT_RETINAL_UNITS_CONFIRMED	RETAIN_PRIMARY_AND_STRICT_SENSITIVITY	official GEO family SOFT and series/sample protocol; Oohashi et al. Attenuation of oxygen-induced neovascularization and inflammation by neutralizing antibody to VEGFA and/or ANG-2; PMID 41944819	-3.26304474908057
GSE315511	Oohashi et al. Attenuation of oxygen-induced neovascularization and inflammation by neutralizing antibody to VEGFA and/or ANG-2; PMID 41944819	GPL24247	whole retina / deposited retinal sample	P17	75% oxygen P7-P12; P17 collection; control IgG at P14	P17 normoxia	control-IgG OIR arm; active antibody arms and P19 excluded	R7	OIR_IgG	independent retinal samples stated; exact animal IDs not deposited	not deposited	one whole retina per RNA sample	none identified	GEO extraction protocol explicitly states one whole retina per RNA extraction and four independent samples per condition	INDEPENDENT_RETINAL_UNITS_CONFIRMED	RETAIN_PRIMARY_AND_STRICT_SENSITIVITY	official GEO family SOFT and series/sample protocol; Oohashi et al. Attenuation of oxygen-induced neovascularization and inflammation by neutralizing antibody to VEGFA and/or ANG-2; PMID 41944819	0.326028337005995
GSE315511	Oohashi et al. Attenuation of oxygen-induced neovascularization and inflammation by neutralizing antibody to VEGFA and/or ANG-2; PMID 41944819	GPL24247	whole retina / deposited retinal sample	P17	75% oxygen P7-P12; P17 collection; control IgG at P14	P17 normoxia	control-IgG OIR arm; active antibody arms and P19 excluded	R8	OIR_IgG	independent retinal samples stated; exact animal IDs not deposited	not deposited	one whole retina per RNA sample	none identified	GEO extraction protocol explicitly states one whole retina per RNA extraction and four independent samples per condition	INDEPENDENT_RETINAL_UNITS_CONFIRMED	RETAIN_PRIMARY_AND_STRICT_SENSITIVITY	official GEO family SOFT and series/sample protocol; Oohashi et al. Attenuation of oxygen-induced neovascularization and inflammation by neutralizing antibody to VEGFA and/or ANG-2; PMID 41944819	-0.526680238745483
GSE315511	Oohashi et al. Attenuation of oxygen-induced neovascularization and inflammation by neutralizing antibody to VEGFA and/or ANG-2; PMID 41944819	GPL24247	whole retina / deposited retinal sample	P17	75% oxygen P7-P12; P17 collection; control IgG at P14	P17 normoxia	control-IgG OIR arm; active antibody arms and P19 excluded	R1	normoxia	independent retinal samples stated; exact animal IDs not deposited	not deposited	one whole retina per RNA sample	none identified	GEO extraction protocol explicitly states one whole retina per RNA extraction and four independent samples per condition	INDEPENDENT_RETINAL_UNITS_CONFIRMED	RETAIN_PRIMARY_AND_STRICT_SENSITIVITY	official GEO family SOFT and series/sample protocol; Oohashi et al. Attenuation of oxygen-induced neovascularization and inflammation by neutralizing antibody to VEGFA and/or ANG-2; PMID 41944819	-2.55859662009593
GSE315511	Oohashi et al. Attenuation of oxygen-induced neovascularization and inflammation by neutralizing antibody to VEGFA and/or ANG-2; PMID 41944819	GPL24247	whole retina / deposited retinal sample	P17	75% oxygen P7-P12; P17 collection; control IgG at P14	P17 normoxia	control-IgG OIR arm; active antibody arms and P19 excluded	R2	normoxia	independent retinal samples stated; exact animal IDs not deposited	not deposited	one whole retina per RNA sample	none identified	GEO extraction protocol explicitly states one whole retina per RNA extraction and four independent samples per condition	INDEPENDENT_RETINAL_UNITS_CONFIRMED	RETAIN_PRIMARY_AND_STRICT_SENSITIVITY	official GEO family SOFT and series/sample protocol; Oohashi et al. Attenuation of oxygen-induced neovascularization and inflammation by neutralizing antibody to VEGFA and/or ANG-2; PMID 41944819	-0.196484651182651
GSE315511	Oohashi et al. Attenuation of oxygen-induced neovascularization and inflammation by neutralizing antibody to VEGFA and/or ANG-2; PMID 41944819	GPL24247	whole retina / deposited retinal sample	P17	75% oxygen P7-P12; P17 collection; control IgG at P14	P17 normoxia	control-IgG OIR arm; active antibody arms and P19 excluded	R3	normoxia	independent retinal samples stated; exact animal IDs not deposited	not deposited	one whole retina per RNA sample	none identified	GEO extraction protocol explicitly states one whole retina per RNA extraction and four independent samples per condition	INDEPENDENT_RETINAL_UNITS_CONFIRMED	RETAIN_PRIMARY_AND_STRICT_SENSITIVITY	official GEO family SOFT and series/sample protocol; Oohashi et al. Attenuation of oxygen-induced neovascularization and inflammation by neutralizing antibody to VEGFA and/or ANG-2; PMID 41944819	0.928014475962796
GSE315511	Oohashi et al. Attenuation of oxygen-induced neovascularization and inflammation by neutralizing antibody to VEGFA and/or ANG-2; PMID 41944819	GPL24247	whole retina / deposited retinal sample	P17	75% oxygen P7-P12; P17 collection; control IgG at P14	P17 normoxia	control-IgG OIR arm; active antibody arms and P19 excluded	R4	normoxia	independent retinal samples stated; exact animal IDs not deposited	not deposited	one whole retina per RNA sample	none identified	GEO extraction protocol explicitly states one whole retina per RNA extraction and four independent samples per condition	INDEPENDENT_RETINAL_UNITS_CONFIRMED	RETAIN_PRIMARY_AND_STRICT_SENSITIVITY	official GEO family SOFT and series/sample protocol; Oohashi et al. Attenuation of oxygen-induced neovascularization and inflammation by neutralizing antibody to VEGFA and/or ANG-2; PMID 41944819	0.0437493548698497
PRJNA1227125	official NCBI BioProject/SRA record	RNA-seq quantified with Salmon 1.10.3	retina / deposited RNA-seq library	P17	P17 PBS-treated OIR control arm	P17 normoxia/normal retina	PBS-treated OIR control context	SRR32498838	Normoxia	not deposited	not deposited	not completely recoverable	none identified	distinct SRA libraries and biological replicate labels; no technical duplication identified	DEPOSITED_RETINAL_BIOLOGICAL_LIBRARY_WITH_UNRESOLVED_ANIMAL_MAPPING	RETAIN_PRIMARY_DEPOSITED_SAMPLE_SYNTHESIS	official NCBI BioProject, BioSample, SRA experiment and run records	1.57490824579576
PRJNA1227125	official NCBI BioProject/SRA record	RNA-seq quantified with Salmon 1.10.3	retina / deposited RNA-seq library	P17	P17 PBS-treated OIR control arm	P17 normoxia/normal retina	PBS-treated OIR control context	SRR32498839	Normoxia	not deposited	not deposited	not completely recoverable	none identified	distinct SRA libraries and biological replicate labels; no technical duplication identified	DEPOSITED_RETINAL_BIOLOGICAL_LIBRARY_WITH_UNRESOLVED_ANIMAL_MAPPING	RETAIN_PRIMARY_DEPOSITED_SAMPLE_SYNTHESIS	official NCBI BioProject, BioSample, SRA experiment and run records	1.01947366310514
PRJNA1227125	official NCBI BioProject/SRA record	RNA-seq quantified with Salmon 1.10.3	retina / deposited RNA-seq library	P17	P17 PBS-treated OIR control arm	P17 normoxia/normal retina	PBS-treated OIR control context	SRR32498840	Normoxia	not deposited	not deposited	not completely recoverable	none identified	distinct SRA libraries and biological replicate labels; no technical duplication identified	DEPOSITED_RETINAL_BIOLOGICAL_LIBRARY_WITH_UNRESOLVED_ANIMAL_MAPPING	RETAIN_PRIMARY_DEPOSITED_SAMPLE_SYNTHESIS	official NCBI BioProject, BioSample, SRA experiment and run records	1.12352977335876
PRJNA1227125	official NCBI BioProject/SRA record	RNA-seq quantified with Salmon 1.10.3	retina / deposited RNA-seq library	P17	P17 PBS-treated OIR control arm	P17 normoxia/normal retina	PBS-treated OIR control context	SRR32498841	OIR	not deposited	not deposited	not completely recoverable	none identified	distinct SRA libraries and biological replicate labels; no technical duplication identified	DEPOSITED_RETINAL_BIOLOGICAL_LIBRARY_WITH_UNRESOLVED_ANIMAL_MAPPING	RETAIN_PRIMARY_DEPOSITED_SAMPLE_SYNTHESIS	official NCBI BioProject, BioSample, SRA experiment and run records	2.45300899833435
PRJNA1227125	official NCBI BioProject/SRA record	RNA-seq quantified with Salmon 1.10.3	retina / deposited RNA-seq library	P17	P17 PBS-treated OIR control arm	P17 normoxia/normal retina	PBS-treated OIR control context	SRR32498842	OIR	not deposited	not deposited	not completely recoverable	none identified	distinct SRA libraries and biological replicate labels; no technical duplication identified	DEPOSITED_RETINAL_BIOLOGICAL_LIBRARY_WITH_UNRESOLVED_ANIMAL_MAPPING	RETAIN_PRIMARY_DEPOSITED_SAMPLE_SYNTHESIS	official NCBI BioProject, BioSample, SRA experiment and run records	1.68382395595488
PRJNA1227125	official NCBI BioProject/SRA record	RNA-seq quantified with Salmon 1.10.3	retina / deposited RNA-seq library	P17	P17 PBS-treated OIR control arm	P17 normoxia/normal retina	PBS-treated OIR control context	SRR32498843	OIR	not deposited	not deposited	not completely recoverable	none identified	distinct SRA libraries and biological replicate labels; no technical duplication identified	DEPOSITED_RETINAL_BIOLOGICAL_LIBRARY_WITH_UNRESOLVED_ANIMAL_MAPPING	RETAIN_PRIMARY_DEPOSITED_SAMPLE_SYNTHESIS	official NCBI BioProject, BioSample, SRA experiment and run records	2.04978182483288
PRJNA1347474	official NCBI BioProject/SRA record	RNA-seq quantified with Salmon 1.10.3	retina / deposited RNA-seq library	P17	P17 OIR	P17 normoxia/normal retina	untreated OIR	SRR35839329	Normoxia	not deposited	not deposited	not completely recoverable	none identified	distinct SRA libraries and biological replicate labels; no technical duplication identified	DEPOSITED_RETINAL_BIOLOGICAL_LIBRARY_WITH_UNRESOLVED_ANIMAL_MAPPING	RETAIN_PRIMARY_DEPOSITED_SAMPLE_SYNTHESIS	official NCBI BioProject, BioSample, SRA experiment and run records	-4.04299337560154
PRJNA1347474	official NCBI BioProject/SRA record	RNA-seq quantified with Salmon 1.10.3	retina / deposited RNA-seq library	P17	P17 OIR	P17 normoxia/normal retina	untreated OIR	SRR35839330	Normoxia	not deposited	not deposited	not completely recoverable	none identified	distinct SRA libraries and biological replicate labels; no technical duplication identified	DEPOSITED_RETINAL_BIOLOGICAL_LIBRARY_WITH_UNRESOLVED_ANIMAL_MAPPING	RETAIN_PRIMARY_DEPOSITED_SAMPLE_SYNTHESIS	official NCBI BioProject, BioSample, SRA experiment and run records	-0.241967880919248
PRJNA1347474	official NCBI BioProject/SRA record	RNA-seq quantified with Salmon 1.10.3	retina / deposited RNA-seq library	P17	P17 OIR	P17 normoxia/normal retina	untreated OIR	SRR35839333	OIR	not deposited	not deposited	not completely recoverable	none identified	distinct SRA libraries and biological replicate labels; no technical duplication identified	DEPOSITED_RETINAL_BIOLOGICAL_LIBRARY_WITH_UNRESOLVED_ANIMAL_MAPPING	RETAIN_PRIMARY_DEPOSITED_SAMPLE_SYNTHESIS	official NCBI BioProject, BioSample, SRA experiment and run records	0.897473328641246
PRJNA1347474	official NCBI BioProject/SRA record	RNA-seq quantified with Salmon 1.10.3	retina / deposited RNA-seq library	P17	P17 OIR	P17 normoxia/normal retina	untreated OIR	SRR35839334	OIR	not deposited	not deposited	not completely recoverable	none identified	distinct SRA libraries and biological replicate labels; no technical duplication identified	DEPOSITED_RETINAL_BIOLOGICAL_LIBRARY_WITH_UNRESOLVED_ANIMAL_MAPPING	RETAIN_PRIMARY_DEPOSITED_SAMPLE_SYNTHESIS	official NCBI BioProject, BioSample, SRA experiment and run records	1.01310303320939
