pmid	title	abstract	accessions_in_title_abstract	mentions_transcriptomic_assay	mentions_public_data
21731737	Blockade of VEGFR1 and 2 suppresses pathological angiogenesis and vascular leakage in the eye.	VEGFR1 and 2 signaling have both been increasingly shown to mediate complications of ischemic retinopathies, including retinopathy of prematurity (ROP), age-related macular degeneration (AMD), and diabetic retinopathy (DR). This study evaluates the effects of blocking VEGFR1 and 2 on pathological angiogenesis and vascular leakage in ischemic retinopathy in a model of ROP and in choroidal neovascularization (CNV) in a model of AMD. Neutralizing antibodies specific for mouse VEGFR1 (MF1) and VEGFR2 (DC101) were administrated systemically. CNV was induced by laser photocoagulation and assessed 14d after laser treatment. Retinal NV was generated in oxygen-induced ischemic retinopathy (OIR) and assessed at p17. NV quantification was determined by measuring NV tufts and vascular leakage was quantified by measuring [(3)H]-mannitol leakage from blood vessels into the retina. Gene expression was measured by real-time quantitative (Q)PCR. VEGFR1 and VEGFR2 expressions were up-regulated during CNV pathogenesis. Both MF1 and DC101 significantly suppressed CNV at 50 mg/kg: DC101 suppressed CNV by 73±5% (p<0.0001) and MF1 by 64±6% (p = 0.0002) in a dosage-dependent manner. The combination of MF1 and DC101 enhanced the inhibitory efficacy and resulted in an accumulation of retinal microglia at the CNV lesion. Similarly, both MF1 and DC101 significantly suppressed retinal NV in OIR at 50 mg/kg: DC101 suppressed retinal NV by 54±8% (p = 0.013) and MF1 by 50±7% (p<0.0002). MF1 was even more effective at inhibiting ischemia-induced BRB breakdown than DC101: the retina/lung leakage ratio for MF1 was reduced by 73±24%, p = 0.001 and for DC101 by 12±4%, p = 0.003. The retina/renal leakage ratio for MF1 was reduced by 52±28%, p = 0.009 and for DC101 by 13±4%, p = 0.001. Our study provides further evidence that both VEGFR1 and 2 mediate pathological angiogenesis and vascular leakage in these models of ocular disease and suggests that antagonist antibodies to these receptor tyrosine kinases (RTKs) are potential therapeutic agents.		True	False
21912378	Bone marrow-derived monocyte lineage cells recruited by MIP-1β promote physiological revascularization in mouse model of oxygen-induced retinopathy.	Recent clinical observations have indicated that vascular endothelial growth factor (VEGF) is a key factor that stimulates the development of preretinal pathological neovascularization (NV). However, it has not been established how intraretinal physiological revascularization of hypoxic avascular areas is regulated. Our earlier study on the gene expression profile of hypoxic retinas in a mouse model of oxygen-induced retinopathy (OIR) showed that macrophage inflammatory protein-1β (MIP-1β) was the most upregulated protein. The purpose of this study was to investigate the role played by MIP-1β in recruiting bone marrow-derived monocyte lineage cells (BM-MLCs) in a mouse model of OIR. Our results showed that MIP-1β was upregulated, and its receptor, CCR5, was expressed in BM-MLCs in the hypoxic inner retina. Neutralizing Ab against MIP-1β reduced the infiltration of BM-MLCs into the OIR retinas and increased the avascular area and preretinal neovascular tufts. A very strong significant correlation was found between the area of the preretinal neovascular tufts and the avascular area, regardless of the extent of BM-MLC infiltration into the OIR retinas. Additional treatment with VEGF-A-neutralizing Ab showed that the MIP-1β-regulated pathological NV strongly depended on VEGF-A, which was probably secreted by the hypoxic avascular retinas. These results indicate that MIP-1β is involved in the recruitment of BM-MLCs, which have a significant role in the physiological revascularization of hypoxic avascular retinas. Overall, these findings indicate that the MIP-1β induction of BM-MLCs might possibly be used to promote intraretinal revascularization and thus prevent the abnormal NV in ischemic vision-threatening retinal diseases.		True	False
22491401	Propranolol inhibition of β-adrenergic receptor does not suppress pathologic neovascularization in oxygen-induced retinopathy.	Retinopathy of prematurity (ROP) is a leading cause of blindness in children and is, in its most severe form, characterized by uncontrolled growth of vision-threatening pathologic vessels. Propranolol, a nonselective β-adrenergic receptor blocker, was reported to protect against pathologic retinal neovascularization in a mouse model of oxygen-induced retinopathy (OIR). Based on this single animal study using nonstandard evaluation of retinopathy, clinical trials are currently ongoing to evaluate propranolol treatment in stage 2 ROP patients who tend to experience spontaneous disease regression and are at low risk of blindness. Because these ROP patients are vulnerable premature infants who are still in a fragile state of incomplete development, the efficacy of propranolol treatment in retinopathy needs to be evaluated thoroughly in preclinical animal models of retinopathy and potential benefits weighed against potential adverse effects. Retinopathy was induced by exposing neonatal mice to 75% oxygen from postnatal day (P) 7 to P12. Three routes of propranolol treatment were assessed from P12 to P16: oral gavage, intraperitoneal injection, or subcutaneous injection, with doses varying between 2 and 60 mg/kg/day. At P17, retinal flatmounts were stained with isolectin and quantified with a standard protocol to measure vasoobliteration and pathologic neovascularization. Retinal gene expression was analyzed with qRT-PCR using RNA isolated from retinas of control and propranolol-treated pups. None of the treatment approaches at any dose of propranolol (up to 60 mg/kg/day) were effective in preventing the development of retinopathy in a mouse model of OIR, evaluated using standard techniques. Propranolol treatment also did not change retinal expression of angiogenic factors including vascular endothelial growth factor. Propranolol treatment via three routes and up to 30 times the standard human dose failed to suppress retinopathy development in mice. These data bring into question whether propranolol through inhibition of β-adrenergic receptors is an appropriate therapeutic approach for treating ROP.		True	False
22714897	β-LGND2, an ERβ selective agonist, inhibits pathologic retinal neovascularization.	The goal of our study was to evaluate the in vitro and in vivo anti-angiogenic effects of ERβ selective agonist, β-LGND2, using human retinal microvascular endothelial cell (HRMVEC) cultures and a mouse model for oxygen-induced retinopathy (OIR). The selectivity of β-LGND2 was determined using binding and transactivation assays. The effects of β-LGND2 on pathologic neovascularization were evaluated in OIR mice by histology and retinal mounts stained with isolectin B4 to quantify aberrant angiogenesis. Gene expression and protein levels were evaluated using Q-PCR, angiogenesis protein array, and Western blotting. A cell death detection ELISA kit was used to evaluate HRMVECs following hypoxic and hyperoxic conditions. In vitro angiogenesis was evaluated by growth factor-induced proliferation, tube formation, and cell migration assays. β-LGND2-treated OIR mice had a reduced number of neovascular tufts compared to vehicle-treated animals and a significant amount of normal blood vessel maturation similar to normoxia controls. β-LGND2 inhibited in vitro hypoxia- or hyperoxia-induced cell death and the formation of endothelial tubular structures in an ERβ-specific mechanism. However, β-LGND2 did not inhibit significantly growth factor-induced HRMVEC proliferation and migration. Gene and protein studies revealed that OIR mice treated with β-LGND2 had lower levels of pro-angiogenic factors, like VEGF and HIF1α. β-LGND2 inhibited in vitro and in vivo pathologic neovascularization in the retina in an ERβ-specific mechanism. These results show that β-LGND2, a non-steroidal ERβ selective agonist, could be a useful therapeutic for ocular diseases involving aberrant angiogenesis, like ROP, wet-AMD, and diabetic retinopathy.		True	False
23048035	Connective tissue growth factor regulates retinal neovascularization through p53 protein-dependent transactivation of the matrix metalloproteinase (MMP)-2 gene.	The role of connective tissue growth factor (CTGF/CCN2) in pathological angiogenesis in the retina is unknown. CTGF/CCN2 stimulates retinal neovascularization through transactivation of p53 target genes such as matrix metalloproteinase (MMP)-2. CTGF/CCN2 effects on abnormal vessel formation in the retina are mediated by p53 and MMP-2. CTGF/CCN2 and its downstream effectors are potential targets in the development of new antiangiogenic treatments. Pathological angiogenesis in the retina is driven by dysregulation of hypoxia-driven stimuli that coordinate physiological vessel growth. How the various components of the neovascularization signaling network are integrated to yield pathological changes has not been defined. Connective tissue growth factor (CTGF/CCN2) is an inducible matricellular protein that plays a major role in fibroproliferative disorders. Here, we show that CTGF/CCN2 was dynamically expressed in the developing murine retinal vasculature and was abnormally increased and localized within neovascular tufts in the mouse eye with oxygen-induced retinopathy. Consistent with its propitious vascular localization, ectopic expression of the CTGF/CCN2 gene further accelerated neovascularization, whereas lentivirus-mediated loss-of-function or -expression of CTGF/CCN2 harnessed ischemia-induced neovessel outgrowth in oxygen-induced retinopathy mice. The neovascular effects of CTGF/CCN2 were mediated, at least in part, through increased expression and activity of matrix metalloproteinase (MMP)-2, which drives vascular remodeling through degradation of matrix and non matrix proteins, migration and invasion of endothelial cells, and formation of new vascular patterns. In cultured cells, CTGF/CCN2 activated the MMP-2 promoter through increased expression and tethering of the p53 transcription factor to a highly conserved p53-binding sequence within the MMP-2 promoter. Concordantly, the neovascular effects of CTGF/CCN2 were suppressed by p53 inhibition that culminated in reduced enrichment of the MMP-2 promoter with p53 and decreased MMP-2 gene expression. Our data identified new gene targets and downstream effectors of CTGF/CCN2 and provided the rational basis for targeting the p53 pathway to curtail the effects of CTGF/CCN2 on neovessel formation associated with ischemic retinopathy.		True	False
23592914	Profiling of genes associated with the murine model of oxygen-induced retinopathy.	To compare the clinical features and gene expression patterns of the physiologic development of retinal vessels and oxygen-induced retinopathy (OIR) in a mouse model, with the aim of identifying differential regulators of physiologic and pathological angiogenesis in the retina. C57BL/6J mice were used. Seven-day-old pups were subjected to OIR induction following the standard protocols of entering a hyperoxic chamber on day 7 (P7) and returning to a normoxic condition (relative hypoxia) on day 12 (P12). The retinal vasculatures in the OIR model 24 h (P8-O) or 5 days (P12-O) after switching to the hyperoxic environment and 24 h (P13-O) after returning to normoxic conditions were evaluated with retinal flat mounts and compared with those of age-matched controls (i.e., P8-N, P12-N, P13-N). Gene expression profiling was performed using Phalanx Mouse Whole Genome OneArray microarrays. Normal 9-day-old mice were considered representative of physiologic angiogenesis and compared with 30-day-old mice. A bioinformatics analysis was performed on differentially expressed genes using various comparisons, and real-time reverse-transcription PCR was used to confirm the changes in the genes of interest. The sequential orders and patterns of vasculature development in normal mice and the OIR models were significantly different. In brief, in the early days (P1 to P7) for normal mice, retinal vessels grew from the optic disc into the non-vascularized retina in a radial fashion. In the hyperoxic stage of the OIR model, the main central retina became devoid of a vascular network, and when the mice returned to the normoxic room, the vessels grew from peripheral perfused areas toward the center of the retina, but the development of intermediate and deep layers of vasculature was significantly delayed. Gene profiling at three critical time points (P8, P12, and P13) showed that 162 probes were upregulated to ≥1.5-fold or downregulated to ≤0.67-fold at one or more time points in the OIR model compared to the controls. In the 45 upregulated genes for the P8-O/P8-N group, enriched genes were mainly related to cytoskeleton formation, whereas the 62 upregulated genes for P13-O/P13-N participated in various pathological processes. In the physiologic conditions on P9, however, 135 genes were upregulated compared with P30; the gap junction and Fc gamma R-mediated phagocytosis were the two main enriched pathways for these genes. Fifty-three probes, including vascular endothelium growth factor A, annexin A2, and endothelin 2, changed at P13-O but not at P9-N, and these changed genes might reflect the modulation of pathological neovascularization. Angiogenesis in physiologic and pathological conditions is characterized by the differential presentation of vasculature and gene expression patterns. Investigation of those genes unique to the OIR model may help develop new strategies and therapies for intervening in retinal neovascularization.		True	False
23798676	Degradome products of the matricellular protein CCN1 as modulators of pathological angiogenesis in the retina.	CCN1 is a matricellular protein involved in normal vascular development and tissue repair. CCN1 exhibits cell- and context-dependent activities that are reflective of its tetramodular structure phylogenetically linked to four domains found in various matrix proteins. Here, we show that vitreal fluids from patients with proliferative diabetic retinopathy (PDR) were enriched with a two-module form of CCN1 comprising completely or partially the insulin-like growth factor-binding protein (IGFBP) and von Willebrand factor type C (vWC) domains. The two- and three-module forms comprising, in addition to IGFBP and vWC, the thrombospondin type 1 (TSP1) repeats are CCN1 degradome products by matrix metalloproteinase-2 and -14. The functional significance of CCN1 and its truncated variants was determined in the mouse model of oxygen-induced retinopathy, which simulates neovascular growth associated with PDR and assesses treatment outcomes. In this model, lentivirus-mediated expression of either CCN1 or the IGFBP-vWC-TSP1 form reduced ischemia-induced neovascularization, whereas ectopic expression of the IGFBP-vWC variant exacerbated pathological angiogenesis. The IGFBP-vWC form has potent proangiogenic properties promoting retinal endothelial cell growth, migration, and three-dimensional tubular structure formation, whereas the IGFBP-vWC-TSP1 variant suppressed cell growth and angiogenic gene expression. Both IGFBP-vWC and IGFBP-vWC-TSP1 forms exhibited predictable variations of their domain folding that enhanced their functional potential. These data provide new insights into the formation and activities of CCN1-truncated variants and raise the predictive value of the form containing completely or partially the IGFBP and vWC domains as a surrogate marker of CCN1 activity in PDR distinguishing pathological from physiological angiogenesis.		True	False
23942974	Modulation of angiogenesis by genetic manipulation of ATF4 in mouse model of oxygen-induced retinopathy [corrected].	The activation of the unfolded protein response (UPR) and an increase in activating transcription factor 4 (ATF4) has been previously reported in the diabetic retina. Despite this, a direct link between ATF4 and the degree of proliferative retinopathy has not been demonstrated to date. Therefore, the objective of this study was to determine whether ATF4 deficiency could reduce neovascularization in mice with oxygen-induced retinopathy (OIR). We induced OIR in C57BL/6, ATF4(+/-), and endoplasmic reticulum stress-activated indicator (ERAI) mice and used quantitative RT-PCR and Western blot analysis to evaluate relative gene and protein expression. Histology and microscopy were used to calculate the extent of neovascularization in flat-mounted retinas. Experimental data revealed Xbp1 splicing in the retinal ganglia cells, outer plexiform layer, inner nuclear layer, and outer nuclear layer and in pericytes of postdevelopment day 17 ERAI OIR mice, confirming the activation of IRE1 UPR signaling. In naive ATF4-deficient mice, we also observed an elevation in UPR-associated and vascular-associated gene expression (Bip, Atf6, Hif1a, Pik3/Akt, Flt1/Vegfa, and Tgfb1), which may have contributed to the alleviation of hypoxia-driven neovascularization in experimental ATF4(+/-) retinas. The OIR ATF4(+/-) retinas demonstrated reprogramming of the UPR seen at both the mRNA (Atf6 and Bip) and protein (pATF6 and peIf2α) levels, as well as a reduction in vascularization-associated gene expression (Flt1, Vegf1, Hif1, and Tgb1). These changes corresponded to the decline in the rate of neovascularization. Our study validates ATF4 as a prospective therapeutic target to inhibit neovascularization in proliferative retinopathy.		True	False
23959876	Hypoxic retinal Muller cells promote vascular permeability by HIF-1-dependent up-regulation of angiopoietin-like 4.	Vision loss from ischemic retinopathies commonly results from the accumulation of fluid in the inner retina [macular edema (ME)]. Although the precise events that lead to the development of ME remain under debate, growing evidence supports a role for an ischemia-induced hyperpermeability state regulated, in part, by VEGF. Monthly treatment with anti-VEGF therapies is effective for the treatment of ME but results in a major improvement in vision in a minority of patients, underscoring the need to identify additional therapeutic targets. Using the oxygen-induced retinopathy mouse model for ischemic retinopathy, we provide evidence showing that hypoxic Müller cells promote vascular permeability by stabilizing hypoxia-inducible factor-1α (HIF-1α) and secreting angiogenic cytokines. Blocking HIF-1α translation with digoxin inhibits the promotion of endothelial cell permeability in vitro and retinal edema in vivo. Interestingly, Müller cells require HIF--but not VEGF--to promote vascular permeability, suggesting that other HIF-dependent factors may contribute to the development of ME. Using gene expression analysis, we identify angiopoietin-like 4 (ANGPTL4) as a cytokine up-regulated by HIF-1 in hypoxic Müller cells in vitro and the ischemic inner retina in vivo. ANGPTL4 is critical and sufficient to promote vessel permeability by hypoxic Müller cells. Immunohistochemical analysis of retinal tissue from patients with diabetic eye disease shows that HIF-1α and ANGPTL4 localize to ischemic Müller cells. Our results suggest that ANGPTL4 may play an important role in promoting vessel permeability in ischemic retinopathies and could be an important target for the treatment of ME.		True	False
24106122	Involvement of Nox2 NADPH oxidase in retinal neovascularization.	The proliferation of new blood vessels in the retina is a leading cause of vision impairment. Nicotinamide adenine dinucleotide phosphate (NADPH) oxidase (Nox) is involved in cell signaling for ischemia-induced angiogenesis, but its role in retinal neovascularization is unclear. We have analyzed the dependence of retinal neovascularization on the Nox2 isoform in oxygen-induced retinopathy (OIR) in mice. Neonatal C57BL/6 mice aged 7 days (P7) were placed in a hyperoxic chamber (75% O2) for 5 days, followed by 5 days of exposure to room air. Eyes were harvested on P8 and P17 for the quantification of retinal vaso-obliteration and neovascularization, respectively. The retinal expression of Nox2 and VEGF-A were measured by RT-PCR, while superoxide generation was detected by in situ dihydroethidium (DHE) staining of fresh cryopreserved sections. In wild type (WT) mice, OIR was characterized by central retinal vaso-obliteration at P8 and neovascularization at P17, which was associated with increases in Nox2 and VEGF-A gene expression, superoxide generation, and accumulation of Iba-1 positive cells in the inner retina. In contrast, Nox2 knockout mice exhibited markedly less retinal neovascularization and VEGF-A mRNA expression at P17, despite showing comparable vaso-obliteration at P8. These changes were accompanied by reductions in DHE fluorescence and Iba-1-positive cell accumulation in the hypoxic retina. The Nox2-generated reactive oxygen species (ROS) facilitate the retinal expression of VEGF-A and neovascularization in this mouse model of OIR. Therapies targeting Nox2 could be of value to reduce aberrant retinal neovascularization in retinopathy of prematurity, diabetes, and other disease processes driven by VEGF.		True	False
24566275	Anti-angiogenic effect of bare titanium dioxide nanoparticles on pathologic neovascularization without unbearable toxicity.	Local application requires fewer nanoparticles than systemic delivery to achieve effective concentration. In this study, we investigated the potential toxicity and efficacy of bare titanium dioxide (TiO2) nanoparticles by local administration into the eye. Mono-disperse, 20nm-size TiO2 nanoparticles did not affect the viability of retinal constituent cells within certain range of concentrations (~1.30μg/mL). Furthermore, local delivery of TiO2 nanoparticles did not induce any significant toxicity at the level of gene expression and histologic integrity in the retina of C57BL/6 mice. Interestingly, at the low concentration (130ng/mL) without definite toxicity, these nanoparticles suppressed in vitro angiogenesis processes and in vivo retinal neovascularization in oxygen-induced retinopathy mice when they are administered intravitreally. Taken together, our results demonstrate that even TiO2 nanoparticles can be safely utilized for the treatment of retinal diseases at the adequate concentration levels, especially through local administration. In this paper the local application of titanium dioxide is described as a local treatment for retinal diseases associated with neovascularization. While these nanoparticles have known systemic toxicity, this work demonstrates that when applied locally in a mouse model, they can be used without observable toxicity even in their native forms.		True	False
24875598	Hypoxia-mediated retinal neovascularization and vascular leakage in diabetic retina is suppressed by HIF-1α destabilization by SH-1242 and SH-1280, novel hsp90 inhibitors.	In diabetic retinopathy (DR), visual deterioration is related with retinal neovascularization and vascular hyperpermeability. Anti-vascular endothelial growth factor (VEGF) agents are currently utilized to suppress retinal neovascularization and macular edema (ME); however, there are still concerns on the widespread use of them because VEGF is a trophic factor for neuronal and endothelial cells in the retina. As an alternative treatment strategy for DR, it is logical to address hypoxia-related molecules to treat DR because the retina is in relative hypoxia as DR progresses. In this study, we demonstrate that destabilization of hypoxia-inducible factor-1α (HIF-1α) by SH-1242 and SH-1280, novel heat shock protein 90 (hsp90) inhibitors, leads to suppression of hypoxia-mediated retinal neovascularization and vascular leakage in diabetic retina. In vitro experiments showed that these inhibitors inhibited hypoxia-induced upregulation of target genes of HIF-1α and further secretion of VEGF. Furthermore, these inhibitors effectively suppressed expression of target genes of HIF-1α including vegfa in the retina of oxygen-induced retinopathy (OIR) mice. Interestingly, despite hsp90 inhibition, these inhibitors do not induce definite toxicity at the level of gene expression, cellular viability, and histologic integrity. We suggest that SH-1242 and SH-1280 can be utilized in the treatment of DR, as an alternative treatment of direct VEGF inhibition. Key message: SH-1242 and SH-1280 are novel hsp90 inhibitors similar to deguelin. HIF-1α destabilization by hsp90 inhibition leads to anti-angiogenic effects. Despite hsp90 inhibition, both inhibitors do not induce definite toxicity. HIF-1α modulation can be a safer therapeutic option than direct VEGF inhibition.		True	False
24947526	Endothelial deletion of phospholipase D2 reduces hypoxic response and pathological angiogenesis.	Aberrant regulation of the proliferation, survival, and migration of endothelial cells (ECs) is closely related to the abnormal angiogenesis that occurs in hypoxia-induced pathological situations, such as cancer and vascular retinopathy. Hypoxic conditions and the subsequent upregulation of hypoxia-inducible factor-1α and target genes are important for the angiogenic functions of ECs. Phospholipase D2 (PLD2) is a crucial signaling mediator that stimulates the production of the second messenger phosphatidic acid. PLD2 is involved in various cellular functions; however, its specific roles in ECs under hypoxia and in vivo angiogenesis remain unclear. In the present study, we investigated the potential roles of PLD2 in ECs under hypoxia and in hypoxia-induced pathological angiogenesis in vivo. Pld2 knockout ECs exhibited decreased hypoxia-induced cellular responses in survival, migration, and thus vessel sprouting. Analysis of hypoxia-induced gene expression revealed that PLD2 deficiency disrupted the upregulation of hypoxia-inducible factor-1α target genes, including VEGF, PFKFB3, HMOX-1, and NTRK2. Consistent with this, PLD2 contributed to hypoxia-induced hypoxia-inducible factor-1α expression at the translational level. The roles of PLD2 in hypoxia-induced in vivo pathological angiogenesis were assessed using oxygen-induced retinopathy and tumor implantation models in endothelial-specific Pld2 knockout mice. Pld2 endothelial-specific knockout retinae showed decreased neovascular tuft formation, despite a larger avascular region. Tumor growth and tumor blood vessel formation were also reduced in Pld2 endothelial-specific knockout mice. Our findings demonstrate a novel role for endothelial PLD2 in the survival and migration of ECs under hypoxia via the expression of hypoxia-inducible factor-1α and in pathological retinal angiogenesis and tumor angiogenesis in vivo.		True	False
26064225	Temporal and spatial changes in VEGF, αA- and αB-crystallin expression in a mouse model of oxygen-induced retinopathy.	Retinal neovascularization is an iconic change in retinopathies. Vascular Endothelial Growth Factor (VEGF) and α-crystallins have been identified to mediate the pathogenesis of retinopathy. However, the special and temporal changes in their expression associated with retinal neovascularization have not yet been determined. Therefore, we examined the expression and distribution of VEGF, αA- and αB-crystallins in the retina using a mouse model of oxygen-induced retinopathy (OIR). 90 C57/BL mice were randomly divided into the OIR and control groups. The OIR group at postnatal day 7 (P7) were kept at high oxidation state (75 ± 5%) for 5 days before returned to normal environment. Retinal tissue was cut into sections. Oxygen induced retinal neovascularization and vascular structural changes were evaluated using retinal fluorescein angiography. The number of endothelial cell nuclei breaking through the retinal internal limiting membrane was counted after H&E staining. The mRNA expression levels of VEGF, αA- and αB-crystallins in the mouse retina were determined using real-time RT-PCR. The distribution of αA- and αB-crystallins in the retina was detected by fluorescent immunohistochemistry staining. Oxygen induction triggered new blood vessel formation in the retina and impaired the structure of the retinal vascular network. The number of endothelial cell nuclei breaking through the retinal internal limiting membrane was significantly increased in the OIR group compared to the control group at P13, P17 and P21 (P < 0.01), reaching the peak on P17. The expression levels of VEGF, αA- and αB-crystalllins were also significantly different between the OIR and control groups. VEGF expression was highest on P15, αA-crystallin expression was highest on P17, whereas αB-crystallin expression kept increasing during the time frame of our study. Both αA- and αB-crystallins were expressed in the ganglion cell layer and the inner nuclear cell layer. While αA- and αB-crystallins were only located on the cell membrane in the outer ganglion cell layer, they were observed both on the cell membrane and in the cytoplasm in the inner layer of cells. Using our mouse model of oxygen-induced retinopathy, we showed that the expression patterns of VEGF, αA- and αB-crystallins during retinal neovascularization in both spatially and temporally manners, providing significant insights into the molecular mechanisms of retinopathy and the associated neovascularization.		False	False
